Application ID,Age,Gender,Marital Status (at the time of application),No of dependents,Income,Education,Profession ,Type of residence,No of months in current residence,No of months in current company,Performance Tag
737305474,51,M,Married,3,28,Masters,SE_PROF,Rented,6,39,0
174951630,52,M,Married,1,21,Phd,SAL,Owned,99,63,0
309187911,46,M,Married,1,33,Professional,SAL,Rented,6,63,0
502319632,31,M,Married,3,29,Professional,SAL,Rented,24,62,0
36863202,65,F,Married,4,14,Professional,SE,Rented,105,13,0
284624413,38,F,Married,5,15,Masters,SAL,Rented,63,3,0
14249772,42,M,Married,1,25,Phd,SAL,Owned,73,23,0
362433331,46,M,Married,3,6,Bachelor,SAL,Rented,74,12,0
856215166,37,M,Married,3,31,Professional,SAL,Owned,25,75,0
5768237,65,M,Married,4,5,Professional,SAL,Rented,46,20,0
548375306,30,M,Single,1,36,Professional,SAL,Living with Parents,11,5,0
581568540,35,M,Married,3,32,Professional,SAL,Rented,12,15,0
877889075,47,F,Married,4,35,Masters,SAL,Owned,93,72,0
666836568,54,F,Married,3,60,Professional,SE,Owned,8,15,0
564589515,50,F,Single,5,45,Professional,SAL,Rented,95,39,0
403949799,63,M,Married,1,21,Professional,SAL,Rented,32,56,0
160700617,27,F,Married,1,29,Masters,SAL,Living with Parents,65,33,0
877717327,33,M,Married,3,11,Bachelor,SAL,Rented,70,30,0
45924117,37,M,Married,3,15,Masters,SAL,Owned,61,8,0
39584935,40,M,Married,4,39,Bachelor,SAL,Rented,15,29,0
481974751,39,F,Single,2,26,Professional,SAL,Owned,25,49,1
914429856,53,M,Married,2,22,Phd,SAL,Owned,50,45,0
54250655,28,M,Married,3,4.5,Professional,SAL,Rented,39,50,0
902518875,31,M,Married,1,17,Bachelor,SAL,Rented,22,36,1
594130802,56,M,Married,5,36,Phd,SAL,Owned,48,53,0
274376367,60,F,Married,4,27,Professional,SAL,Rented,11,39,0
857622243,39,M,Married,3,12,Professional,SE,Rented,75,74,0
796143142,31,M,Single,2,28,Professional,SE,Rented,86,38,0
214224310,51,M,Married,1,51,Masters,SAL,Rented,70,69,0
584314782,32,M,Single,2,26,Professional,SAL,Living with Parents,67,37,1
572237296,33,M,Married,1,18,Masters,SE,Owned,51,68,0
524245292,52,M,Married,4,48,Professional,SAL,Owned,110,11,0
694628166,37,M,Married,5,6,Bachelor,SAL,Rented,55,7,0
471585227,53,F,Single,2,17,Professional,SAL,Owned,85,17,0
869924327,45,M,Married,1,35,Professional,SE,Owned,38,56,0
816496362,49,M,Married,2,35,Masters,SE,Owned,9,3,1
294781867,30,M,Married,2,29,Professional,SE_PROF,Rented,111,3,0
790272470,59,M,Married,2,43,Professional,SAL,Rented,6,17,1
216998884,60,M,Married,5,10,Bachelor,SAL,Rented,72,66,0
271714086,47,M,Married,1,9,Professional,SE,Rented,40,23,0
143307973,39,F,Married,5,17,Professional,SAL,Rented,50,23,0
567802554,46,M,Married,5,54,Masters,SAL,Owned,6,20,0
215737149,37,M,Married,2,44,Masters,SAL,Owned,50,25,0
852337176,51,M,Married,5,9,Masters,SAL,Rented,94,33,0
789481818,48,M,Married,5,27,Masters,SAL,Rented,35,18,0
253182798,32,M,Married,3,7,Masters,SE_PROF,Owned,9,42,0
555626075,28,M,Married,3,23,Masters,SE,Rented,21,51,0
264962703,38,M,Married,5,34,Phd,SE,Rented,53,56,0
768311188,36,M,Single,4,31,Bachelor,SAL,Owned,7,69,0
700383804,34,F,Married,3,34,Bachelor,SE_PROF,Owned,6,15,0
899928144,42,M,Married,2,13,Masters,SAL,Rented,6,33,0
877643705,38,F,Married,4,4.5,Professional,SAL,Owned,93,70,0
115526082,33,M,Single,3,34,Phd,SAL,Owned,32,53,0
863920895,30,M,Single,1,10,Professional,SAL,Owned,118,15,0
630566031,48,M,Married,2,47,Phd,SE,Rented,36,47,0
167955230,34,F,Married,1,40,Bachelor,SE,Rented,66,18,0
82117710,57,F,Married,5,22,Masters,SAL,Rented,77,67,0
251313666,38,F,Married,5,19,Bachelor,SAL,Rented,46,12,0
48462719,52,M,Married,3,49,Masters,SAL,Rented,6,23,0
797763846,28,F,Married,2,19,Bachelor,SAL,Living with Parents,32,63,0
7138191,30,M,Married,3,17,Bachelor,SE,Rented,66,43,0
653233267,39,M,Married,4,23,Bachelor,SAL,Rented,99,49,0
702911945,39,M,Married,1,18,Bachelor,SAL,Rented,34,44,0
683186219,32,F,Single,2,19,Bachelor,SAL,Owned,15,61,0
116726485,45,F,Single,2,31,Masters,SAL,Rented,76,35,0
947207707,47,M,Married,1,40,Masters,SAL,Rented,6,31,0
269742514,39,F,Married,4,30,Masters,SAL,Rented,87,56,0
86310294,50,M,Married,5,8,Professional,SAL,Company provided,73,70,0
883372330,41,M,Married,2,17,Phd,SAL,Rented,73,38,0
731102061,51,F,Married,5,21,Masters,SAL,Rented,8,49,0
650535561,36,M,Married,2,26,Phd,SAL,Owned,6,21,0
555725691,39,M,Single,1,4.5,Bachelor,SE_PROF,Rented,42,65,0
173835625,56,M,Married,4,4.5,Masters,SE,Rented,50,51,0
603682134,40,M,Married,4,41,Professional,SAL,Rented,29,30,0
510724082,34,M,Married,1,4.5,Professional,SE_PROF,Rented,106,4,0
623269928,44,M,Married,4,17,Phd,SAL,Rented,51,13,0
239102074,42,M,Married,3,30,Masters,SAL,Rented,6,66,1
848081043,42,M,Single,4,19,Masters,SAL,Rented,30,65,0
329153127,37,F,Married,4,6,Professional,SAL,Rented,57,51,0
293635229,30,F,Married,2,40,Bachelor,SAL,Rented,83,15,0
225748528,65,M,Married,1,18,Professional,SAL,Rented,68,25,0
156779700,34,M,Married,1,28,Bachelor,SE_PROF,Rented,9,61,0
420243820,41,M,Married,3,4.5,Professional,SE_PROF,Owned,82,43,0
476726179,28,M,Married,1,32,Bachelor,SAL,Living with Parents,48,6,0
578137422,57,M,Married,5,6,Bachelor,SAL,Rented,15,35,0
141985419,46,M,Married,3,43,Bachelor,SE,Rented,30,19,0
524805573,59,F,Married,1,39,Bachelor,SE,Rented,105,24,0
510255817,51,M,Married,3,12,Phd,SAL,Owned,29,29,0
734577377,56,M,Married,3,15,Phd,SAL,Rented,61,36,0
684159005,38,M,Married,5,41,Masters,SE_PROF,Others,75,55,0
789978872,46,M,Married,3,18,Masters,SAL,Rented,54,33,0
195580840,37,F,Married,3,5,Bachelor,SAL,Rented,77,44,0
636049227,51,M,Married,1,11,Professional,SAL,Rented,109,23,0
694351339,41,M,Married,5,30,Masters,SE_PROF,Rented,110,13,0
292402458,30,M,Married,3,29,Bachelor,SAL,Living with Parents,48,63,0
586650931,59,M,Married,4,22,Bachelor,SAL,Company provided,6,25,0
144686961,43,M,Married,3,47,Masters,SE_PROF,Rented,84,12,0
709339670,41,M,Married,4,13,Masters,SE,Rented,106,7,0
67081313,45,M,Married,4,23,Masters,SAL,Rented,122,45,0
785225575,41,M,Single,5,15,Bachelor,SAL,Company provided,39,3,0
865771332,36,M,Single,1,31,Professional,SAL,Rented,75,4,0
2916230,38,M,Married,5,40,Professional,SAL,Rented,7,6,1
505538672,28,M,Single,2,33,Bachelor,SAL,Company provided,80,65,0
151392962,47,M,Married,3,15,Phd,SAL,Rented,97,21,0
735440582,48,M,Married,1,36,Professional,SAL,Rented,48,44,1
375893809,55,M,Married,5,47,Professional,SAL,Rented,63,32,0
676431265,29,M,Married,1,11,Professional,SE_PROF,Rented,26,54,1
997424566,54,M,Married,4,7,Professional,SE_PROF,Rented,6,69,0
60552674,57,M,Married,5,21,Professional,SAL,Rented,81,4,0
312350822,36,M,Married,1,23,Professional,SE_PROF,Rented,54,3,0
456422046,63,M,Married,4,41,Bachelor,SE_PROF,Owned,78,22,0
847842566,29,M,Single,2,8,Bachelor,SE,Rented,119,35,0
285096378,44,M,Married,5,22,Masters,SAL,Owned,41,52,0
733211814,37,M,Married,1,8,Masters,SE_PROF,Rented,125,13,0
554867711,43,M,Married,5,14,Professional,SAL,Rented,28,34,0
972196582,47,F,Married,2,36,Masters,SAL,Owned,58,3,1
872272022,43,M,Married,5,4.5,Professional,SAL,Rented,121,46,1
873235,54,M,Married,1,25,Professional,SE_PROF,Owned,121,9,0
308669663,45,M,Married,5,31,Professional,SAL,Owned,17,5,0
337084207,46,M,Married,2,30,Masters,SE,Rented,66,41,0
744063970,51,M,Married,3,25,Professional,SAL,Rented,98,3,0
462214589,33,M,Single,2,15,Bachelor,SE_PROF,Rented,99,3,0
722861525,54,M,Married,4,44,Professional,SAL,Rented,32,57,0
994003384,40,M,Married,1,4.5,Bachelor,SAL,Rented,45,51,0
150089021,37,M,Married,1,13,Bachelor,SE,Rented,108,14,0
815689525,30,F,Single,3,31,Masters,SAL,Rented,86,34,0
593285438,55,F,Single,4,50,Masters,SAL,Owned,123,24,0
150536887,35,F,Married,5,7,Bachelor,SE_PROF,Rented,111,5,0
838684228,39,F,Single,5,28,Bachelor,SE,Rented,18,13,0
389786544,40,M,Married,1,4.5,Masters,SAL,Rented,73,44,0
861636500,56,M,Married,1,7,Bachelor,SE,Rented,111,34,0
903300904,39,M,Married,1,21,Bachelor,SAL,Rented,32,74,0
804815264,41,M,Married,5,37,Professional,SE,Rented,28,24,0
248043675,39,M,Single,5,20,Professional,SE,Owned,32,75,0
589755080,46,M,Married,5,14,Masters,SE_PROF,Rented,9,19,0
74092273,29,M,Married,3,16,Professional,SAL,Rented,13,68,0
418229590,50,M,Married,4,55,Masters,SAL,Rented,45,50,0
241673574,50,M,Married,1,18,Masters,SE_PROF,Owned,88,13,0
773058076,54,M,Married,2,6,Professional,SE,Owned,28,24,0
624798613,51,M,Married,1,12,Professional,SE_PROF,Rented,17,70,1
802262031,48,F,Married,5,6,Professional,SAL,Owned,15,60,0
482771407,47,F,Married,1,49,Professional,SAL,Owned,23,65,0
40666754,59,M,Married,4,11,Masters,SE_PROF,Rented,50,53,0
206891757,28,M,Married,1,5,Professional,SE,Rented,99,43,0
284301160,38,M,Single,3,42,Masters,SAL,Rented,20,18,0
575857881,44,M,Married,5,19,Bachelor,SAL,Rented,106,5,0
654386352,48,M,Married,1,13,Professional,SAL,Rented,99,23,0
327848538,31,M,Single,3,4.5,Masters,SAL,Rented,78,38,0
841768090,27,F,Married,2,30,Bachelor,SE,Rented,10,49,0
668413314,51,M,Married,4,48,Masters,SAL,Rented,45,30,0
781713851,51,M,Single,5,22,Masters,SAL,Owned,48,72,0
76268405,51,M,Married,3,4.5,Bachelor,SAL,Rented,57,6,0
79243204,31,M,Married,2,11,Professional,SAL,Rented,75,24,0
492880045,61,M,Married,4,40,Masters,SE_PROF,Owned,13,34,0
823713106,61,M,Married,4,27,Professional,SE,Rented,81,24,0
103336852,43,M,Married,2,34,Professional,SE_PROF,Rented,19,5,0
501644718,40,M,Married,5,54,Phd,SAL,Rented,9,5,0
946706597,54,M,Married,5,18,Professional,SAL,Rented,40,19,0
835336890,39,M,Single,3,34,Professional,SE_PROF,Owned,23,11,0
302492957,57,M,Married,3,6,Bachelor,SE,Owned,44,44,0
804510255,30,M,Single,3,32,Professional,SE_PROF,Rented,53,4,0
137846600,55,M,Married,3,32,Masters,SE,Rented,95,73,0
231945681,39,F,Married,5,41,Professional,SE_PROF,Owned,42,16,0
865072690,44,M,Married,4,11,Masters,SAL,Owned,31,22,0
41395575,38,M,Married,4,17,Bachelor,SAL,Rented,9,63,0
611074519,46,M,Single,2,52,Masters,SE,Rented,6,42,0
308613455,31,M,Married,2,12,Professional,SAL,Rented,50,26,0
708753394,42,M,Married,5,27,Masters,SE,Rented,53,38,0
711895818,31,M,Married,3,22,Professional,SE_PROF,Owned,125,26,0
586703944,35,M,Married,4,31,Bachelor,SE_PROF,Rented,13,32,0
336240394,50,M,Married,4,47,Professional,SE,Rented,80,4,0
835864769,38,M,Married,4,36,Professional,SAL,Rented,32,14,1
411743814,54,F,Married,2,5,Bachelor,SE_PROF,Owned,89,57,0
139395474,28,M,Married,2,14,Masters,SAL,Rented,21,48,0
716452182,58,F,Married,4,11,Masters,SAL,Rented,20,25,0
168324718,28,M,Single,2,28,Masters,SAL,Living with Parents,27,46,0
162186806,40,M,Single,4,33,Professional,SE,Rented,73,4,0
30630268,65,F,Married,4,31,Masters,SAL,Rented,82,4,0
125449748,56,M,Married,5,12,Masters,SAL,Rented,72,45,0
554479370,39,M,Married,4,4.5,Bachelor,SAL,Others,14,55,0
463477486,55,M,Married,4,14,Professional,SE_PROF,Others,49,17,0
174370491,43,M,Married,3,25,Masters,SE,Rented,8,56,0
499935716,42,M,Married,5,12,Masters,SE,Rented,6,23,0
301752229,37,M,Married,3,4.5,Masters,SAL,Rented,84,36,0
740526848,48,M,Married,3,11,Bachelor,SE_PROF,Rented,8,50,0
120249486,40,M,Married,4,51,Bachelor,SE,Rented,40,75,0
925403405,55,M,Married,4,36,Bachelor,SE_PROF,Rented,31,55,0
280278564,41,M,Single,2,5,Professional,SAL,Rented,96,18,0
638420345,40,F,Single,2,9,Bachelor,SAL,Rented,37,42,0
557577837,33,M,Married,2,27,Professional,SAL,Rented,104,48,0
317178649,59,M,Married,5,17,Masters,SAL,Rented,53,70,0
205190587,42,M,Married,3,58,Professional,SAL,Rented,21,41,0
373347372,44,M,Single,3,44,Bachelor,SE_PROF,Rented,22,14,0
753872407,52,M,Married,1,46,Professional,SAL,Rented,112,9,0
491301306,60,M,Married,2,35,Professional,SAL,Rented,79,21,0
118503230,41,M,Married,4,9,Masters,SAL,Owned,27,25,0
936272314,62,F,Married,2,35,Masters,SE_PROF,Rented,80,35,0
915053631,37,M,Married,4,17,Bachelor,SAL,Rented,53,16,0
683012369,41,M,Married,1,54,Masters,SAL,Rented,8,68,0
167762997,53,F,Married,5,60,Phd,SE_PROF,Rented,44,29,0
746893652,48,M,Married,1,26,Professional,SE_PROF,Rented,72,11,0
68027785,41,M,Married,5,29,Masters,SAL,Rented,33,58,0
836953765,42,M,Married,5,20,Professional,SAL,Owned,27,35,0
918029948,44,M,Married,2,12,Professional,SAL,Rented,83,3,0
563618707,47,M,Married,4,39,Masters,SAL,Rented,10,46,0
723345858,38,M,Married,3,9,Masters,SE_PROF,Rented,25,39,0
859656759,45,F,Married,3,36,Phd,SE_PROF,Owned,70,53,0
712508339,61,M,Married,3,4.5,Masters,SAL,Rented,87,10,0
186796106,46,M,Married,2,8,Bachelor,SAL,Rented,6,67,0
956288880,38,F,Married,2,23,Masters,SE_PROF,Rented,36,44,0
997898734,46,M,Married,3,57,Professional,SE_PROF,Rented,11,16,0
471934490,45,M,Married,5,35,Bachelor,SE_PROF,Rented,48,47,0
755814563,55,F,Married,2,12,Phd,SAL,Company provided,33,25,0
417828261,50,M,Married,1,37,Professional,SAL,Rented,56,24,0
701566997,50,M,Single,5,42,Masters,SE_PROF,Rented,76,7,0
776373386,42,M,Married,1,29,Bachelor,SAL,Owned,6,75,0
577965764,40,M,Married,3,51,Bachelor,SE,Rented,119,34,0
692156922,60,F,Married,4,24,Masters,SAL,Rented,9,49,0
744815271,36,F,Married,1,43,Professional,SAL,Rented,68,3,0
658562681,30,F,Married,3,19,Professional,SE_PROF,Owned,41,31,0
472988930,54,F,Married,3,51,Masters,SE_PROF,Rented,10,49,0
351472442,51,F,Single,4,15,Bachelor,SAL,Rented,35,36,0
870013932,44,M,Married,3,6,Professional,SAL,Rented,35,68,0
331175236,42,M,Married,2,16,Professional,SE_PROF,Rented,71,44,0
397323428,56,M,Married,1,49,Phd,SE,Rented,67,20,0
4434525,63,M,Single,5,14,Masters,SAL,Rented,95,14,0
890493718,51,M,Married,3,18,Masters,SAL,Rented,28,13,0
381356119,39,F,Married,4,6,Bachelor,SAL,Rented,35,38,0
551286786,51,M,Married,2,35,Professional,SAL,Rented,89,69,0
649351890,42,F,Married,5,36,Masters,SAL,Rented,27,69,0
341814233,34,M,Single,1,41,Professional,SAL,Rented,125,35,0
357196266,57,M,Married,2,16,Phd,SE_PROF,Rented,23,28,0
712148159,31,F,Married,2,15,Professional,SAL,Rented,20,45,0
686403416,48,F,Married,1,15,Professional,SE_PROF,Rented,6,36,0
818543474,29,M,Single,1,8,Professional,SE,Rented,80,34,0
931846279,32,M,Married,2,4.5,Masters,SAL,Owned,70,27,0
190153568,28,M,Single,3,19,Professional,SAL,Living with Parents,103,16,0
850233250,39,M,Married,4,36,Bachelor,SAL,Rented,98,39,0
196838498,37,M,Married,1,35,Phd,SE,Rented,70,60,0
931628729,48,M,Married,1,4.5,Bachelor,SAL,Owned,88,22,0
294226329,45,M,Single,5,18,Masters,SE_PROF,Owned,29,72,0
324307993,45,F,Married,4,13,Masters,SE,Rented,95,42,0
596738754,38,M,Married,3,4.5,Masters,SE,Rented,6,65,0
712945172,52,M,Married,1,19,Professional,SAL,Rented,21,18,0
988320915,52,F,Married,1,40,Professional,SAL,Rented,6,30,0
810230764,50,F,Married,4,31,Masters,SAL,Rented,24,33,0
289832407,47,M,Married,4,59,Bachelor,SAL,Rented,18,20,0
598430324,54,M,Single,2,53,Bachelor,SE_PROF,Rented,12,35,0
842194542,46,M,Married,3,32,Phd,SAL,Owned,100,23,0
769899203,49,F,Single,1,26,Professional,SAL,Rented,98,24,0
485611798,35,M,Married,4,25,Professional,SE,Rented,53,17,0
357148915,36,M,Single,1,45,Professional,SAL,Rented,13,28,0
128789351,29,M,Single,1,34,Masters,SAL,Rented,20,12,0
899001155,43,M,Single,5,34,Masters,SE_PROF,Rented,58,24,0
94460519,45,M,Married,3,12,Masters,SAL,Rented,94,8,0
778133223,58,M,Married,1,33,Bachelor,SE,Rented,61,3,0
881422841,28,M,Married,3,13,Professional,SE,Rented,61,11,0
710644199,52,F,Married,2,25,Masters,SAL,Rented,46,17,0
153358248,31,M,Married,3,31,Professional,SAL,Rented,45,10,0
161850566,63,M,Married,2,31,Masters,SE_PROF,Owned,34,9,0
794599215,49,M,Married,2,39,Masters,SAL,Rented,47,6,0
851674265,27,M,Single,2,12,Professional,SAL,Owned,51,18,0
143288080,46,F,Married,5,26,Bachelor,SAL,Company provided,51,68,0
774257910,47,M,Married,5,5,Bachelor,SAL,Rented,12,35,0
299462824,52,M,Married,5,17,Masters,SAL,Rented,40,33,0
79395356,59,M,Married,5,13,Professional,SAL,Owned,100,35,0
383039030,38,M,Married,2,37,Professional,SE,Rented,54,10,0
691409067,50,M,Married,5,31,Bachelor,SE,Rented,72,67,0
943979182,54,F,Married,1,40,Professional,SAL,Rented,105,21,0
412907354,38,M,Married,5,31,Professional,SAL,Rented,114,9,0
152814912,54,M,Married,4,56,Professional,SE_PROF,Rented,23,45,0
858035064,46,M,Married,4,16,Masters,SAL,Rented,20,28,0
310623596,62,M,Married,2,21,Professional,SAL,Rented,15,24,0
779479081,39,F,Married,2,4.5,Professional,SE,Rented,98,43,0
45996452,43,F,Single,3,24,Professional,SE_PROF,Rented,51,74,0
592255693,51,M,Married,2,11,Professional,SE,Rented,26,22,0
869915800,50,M,Single,5,12,Masters,SE_PROF,Owned,16,73,0
808581242,58,M,Married,4,8,Professional,SE,Rented,45,29,0
580400147,39,F,Married,3,15,Bachelor,SE,Rented,25,65,0
844345008,31,M,Married,3,6,Professional,SE,Rented,90,29,1
63881131,47,F,Married,5,27,Masters,SE_PROF,Owned,85,11,0
28657237,29,M,Single,3,34,Bachelor,SAL,Rented,34,3,0
646916144,58,M,Married,1,21,Professional,SAL,Rented,119,73,0
250059300,37,M,Married,1,14,Masters,SE_PROF,Rented,54,60,0
614015537,45,M,Married,5,14,Professional,SE,Owned,60,7,0
402643528,52,F,Married,2,15,Professional,SAL,Rented,20,46,0
74143473,33,M,Single,3,31,Phd,SE_PROF,Rented,101,7,0
107925125,56,M,Married,4,11,Professional,SE_PROF,Rented,70,72,0
399789105,56,M,Married,3,24,Phd,SE_PROF,Owned,35,60,0
148066205,45,M,Married,3,55,Masters,SAL,Rented,18,19,0
189780929,32,M,Married,2,31,Bachelor,SE_PROF,Rented,105,27,0
610944472,42,F,Married,3,21,Professional,SAL,Rented,68,42,0
181346055,50,F,Married,5,32,Bachelor,SAL,Rented,38,39,0
165741416,61,M,Married,4,29,Professional,SAL,Owned,79,13,0
265532603,55,M,Married,5,35,Masters,SAL,Owned,24,10,0
45032924,36,M,Married,1,14,Bachelor,SAL,Rented,122,52,0
670896897,36,M,Married,1,38,Professional,SE_PROF,Rented,54,3,0
343155173,28,M,Married,2,44,Bachelor,SAL,Rented,113,42,0
867777622,31,F,Married,3,30,Masters,SE,Living with Parents,62,70,1
166079442,52,M,Married,5,5,Phd,SAL,Rented,72,61,0
365985106,52,F,Single,4,33,Masters,SAL,Rented,42,48,0
743189587,47,M,Married,1,32,Professional,SAL,Rented,8,33,0
378221995,45,M,Married,1,44,Bachelor,SE,Owned,6,38,0
184422184,36,M,Married,2,6,Masters,SE_PROF,Owned,59,43,0
987862117,60,M,Married,2,16,Phd,SAL,Rented,58,14,0
629068308,52,M,Married,2,24,Masters,SAL,Rented,54,26,0
362976573,60,M,Married,4,4.5,Masters,SE,Rented,94,17,0
957139694,29,M,Married,2,24,Professional,SE,Rented,45,24,0
133681840,50,M,Married,1,4.5,Bachelor,SE,Rented,46,57,0
593243317,50,M,Married,1,20,Professional,SAL,Rented,12,50,0
843879965,48,M,Married,5,37,Bachelor,SE_PROF,Rented,49,15,0
994864534,47,M,Married,1,29,Professional,SAL,Rented,47,37,0
477974686,40,M,Married,2,13,Bachelor,SE_PROF,Rented,18,35,0
808876985,54,M,Married,5,48,Professional,SAL,Rented,6,9,1
661729160,43,M,Married,3,34,Masters,SAL,Rented,89,11,0
784623286,60,M,Married,4,19,Bachelor,SAL,Rented,7,50,0
965818456,49,F,Married,1,4.5,Masters,SE,Rented,93,74,0
946203535,43,M,Married,5,16,Phd,SE_PROF,Rented,120,25,0
586258344,46,M,Married,5,25,Professional,SAL,Owned,92,19,0
627294069,39,M,Married,4,22,Bachelor,SAL,Rented,82,64,0
416134122,46,M,Married,1,44,Bachelor,SAL,Rented,37,17,0
718192606,34,M,Married,1,41,Professional,SAL,Owned,17,29,0
965465317,40,F,Married,2,17,Phd,SE,Rented,72,21,0
834111312,50,F,Married,3,28,Phd,SAL,Rented,8,49,0
57003286,43,M,Single,1,22,Masters,SAL,Owned,78,28,0
71738938,34,M,Married,3,38,Masters,SAL,Owned,39,72,0
638686133,38,M,Married,3,4.5,Professional,SE,Rented,47,67,0
136791317,65,M,Married,1,23,Bachelor,SE_PROF,Owned,41,48,0
287637278,51,F,Married,2,15,Professional,SAL,Rented,47,48,0
245278246,61,M,Married,1,21,Professional,SAL,Rented,115,48,0
146536120,48,F,Married,4,13,Professional,SE,Rented,63,70,1
501589075,41,M,Married,4,30,Masters,SE_PROF,Rented,47,60,0
471192886,61,M,Married,5,5,Bachelor,SE_PROF,Rented,57,24,0
186019906,37,F,Married,5,13,Professional,SE,Rented,86,30,0
81192320,50,F,Married,4,26,Professional,SE_PROF,Rented,34,53,0
984177257,34,M,Married,3,31,Masters,SAL,Rented,112,16,0
556976190,48,M,Married,5,24,Professional,SE_PROF,Rented,30,47,1
565616529,46,M,Married,5,25,Professional,SE_PROF,Rented,9,25,0
994317972,35,M,Married,3,31,Professional,SE,Rented,40,6,0
433435540,42,F,Married,1,59,Professional,SAL,Rented,32,4,1
302032241,42,F,Married,2,4.5,Masters,SAL,Rented,38,31,0
195245609,61,M,Married,3,22,Masters,SE,Rented,89,56,0
302226589,53,M,Single,3,22,Professional,SAL,Owned,6,66,0
435691836,33,M,Single,2,31,Professional,SE_PROF,Rented,62,37,0
492256506,28,F,Married,3,35,Phd,SE,Rented,51,62,0
163622777,61,M,Married,1,26,Masters,SAL,Rented,84,20,1
471024713,57,M,Single,3,10,Professional,SAL,Rented,6,48,0
720451623,40,F,Married,3,23,Bachelor,SAL,Rented,14,38,0
23414767,65,F,Single,1,16,Masters,SE,Rented,122,41,0
557518495,57,F,Married,4,25,Phd,SAL,Rented,79,4,0
738816337,36,M,Married,1,13,Masters,SAL,Owned,106,43,0
50475115,41,M,Married,4,58,Masters,SE,Owned,42,34,0
652043747,35,F,Married,1,4.5,Masters,SE,Rented,13,65,0
325674309,49,M,Married,5,57,Professional,SE_PROF,Rented,22,19,0
763099674,29,M,Married,2,36,Masters,SE_PROF,Rented,17,12,0
172838688,37,M,Married,4,12,Bachelor,SAL,Rented,72,13,0
292527034,38,M,Married,5,35,Masters,SAL,Rented,65,4,0
545381886,42,M,Married,4,12,Phd,SE,Rented,90,9,0
406999848,41,M,Married,2,31,Professional,SAL,Owned,60,31,0
897240286,29,F,Married,1,17,Professional,SAL,Rented,40,30,0
963964575,40,M,Married,1,44,Masters,SE_PROF,Owned,77,11,0
225125682,32,M,Single,1,29,Masters,SAL,Rented,19,6,0
834337207,43,M,Single,4,51,Professional,SAL,Rented,18,5,0
338197268,37,F,Married,2,11,Professional,SE_PROF,Rented,39,51,0
665703225,37,M,Married,4,27,Phd,SE,Rented,46,66,0
476215968,50,M,Married,2,16,Phd,SAL,Rented,53,52,0
410238270,27,F,Single,1,4.5,Phd,SE,Living with Parents,10,71,0
85649472,47,M,Married,4,19,Professional,SE_PROF,Rented,66,18,0
75259089,47,M,Married,5,7,Professional,SAL,Rented,84,33,0
952040995,51,M,Married,1,11,Bachelor,SE_PROF,Rented,51,13,0
584843428,59,M,Married,5,34,Professional,SAL,Rented,12,13,0
84413002,49,M,Married,2,14,Professional,SAL,Rented,52,57,0
15234559,54,M,Married,1,23,Masters,SAL,Owned,11,24,0
646658474,29,F,Married,1,21,Masters,SAL,Rented,91,62,0
258777704,59,M,Married,2,46,Bachelor,SAL,Owned,39,60,0
399166113,40,M,Married,3,57,Masters,SAL,Owned,43,26,0
630607346,55,F,Married,4,51,Bachelor,SAL,Rented,63,24,0
661707947,51,M,Married,1,11,Bachelor,SAL,Rented,55,62,0
691294027,40,M,Married,4,60,Bachelor,SE,Rented,108,56,0
837614492,53,M,Married,4,11,Masters,SAL,Rented,27,47,1
698088557,38,M,Married,3,5,Masters,SAL,Rented,40,67,0
668881787,46,M,Married,3,4.5,Masters,SE_PROF,Rented,97,11,1
557755116,31,M,Single,1,11,Masters,SE_PROF,Rented,103,37,0
378487619,33,M,Married,1,25,Professional,SAL,Company provided,70,72,1
670225137,40,F,Married,4,27,Masters,SE,Rented,26,4,0
256770643,30,M,Married,2,24,Professional,SE,Rented,61,27,0
739684074,61,M,Married,2,9,Masters,SAL,Owned,44,35,0
786987151,63,M,Married,1,15,Professional,SE,Owned,45,12,0
493806696,28,M,Married,1,15,Phd,SE,Rented,21,46,0
968432522,33,F,Single,3,22,Bachelor,SE_PROF,Living with Parents,112,49,0
785918337,39,M,Married,3,33,Professional,SE_PROF,Rented,89,29,0
516787804,40,F,Married,1,4.5,Professional,SAL,Rented,20,56,0
124423512,28,F,Married,3,42,Masters,SAL,Rented,65,49,0
774170826,46,F,Married,3,54,Masters,SE,Rented,91,32,0
725357791,37,M,Married,1,23,Professional,SE,Rented,100,59,0
953507219,40,M,Married,2,50,Bachelor,SAL,Rented,55,9,0
704922315,44,M,Married,3,58,Masters,SAL,Owned,6,15,0
795223519,52,M,Married,5,43,Professional,SE,Rented,40,8,0
426781469,60,F,Married,2,31,Masters,SAL,Rented,25,11,1
438727102,59,F,Married,3,26,Professional,SE_PROF,Rented,53,74,0
642620553,48,M,Married,1,31,Masters,SAL,Rented,33,57,0
355775936,43,M,Married,5,19,Professional,SE_PROF,Rented,56,32,0
863796922,31,F,Single,3,18,Professional,SAL,Living with Parents,109,42,0
315255250,55,F,Married,1,26,Masters,SE,Rented,98,13,0
910521163,42,F,Married,2,21,Bachelor,SE,Rented,84,14,0
737762279,39,M,Married,5,38,Professional,SAL,Rented,6,43,0
954268074,51,M,Married,3,4.5,Masters,SE,Owned,85,3,0
694084057,38,M,Married,2,13,Bachelor,SAL,Owned,69,10,0
