Application ID,No of times 90 DPD or worse in last 6 months,No of times 60 DPD or worse in last 6 months,No of times 30 DPD or worse in last 6 months,No of times 90 DPD or worse in last 12 months,No of times 60 DPD or worse in last 12 months,No of times 30 DPD or worse in last 12 months,Avgas CC Utilization in last 12 months,No of trades opened in last 6 months,No of trades opened in last 12 months,No of PL trades opened in last 6 months,No of PL trades opened in last 12 months,No of Inquiries in last 6 months (excluding home & auto loans),No of Inquiries in last 12 months (excluding home & auto loans),Presence of open home loan,Outstanding Balance,Total No of Trades,Presence of open auto loan,Performance Tag
488313887,0,0,0,0,0,0,35,1,3,1,2,1,3,1,3358063,5,0,0
263273676,1,1,1,1,1,1,91,2,5,1,2,1,3,1,3324178,7,0,0
616939441,1,1,1,1,1,1,110,1,3,1,2,1,1,1,3283579,4,0,0
528250917,0,0,0,0,0,0,44,2,5,1,2,2,5,0,444163,6,0,0
33314588,0,0,0,0,0,0,113,2,6,1,3,1,1,0,584319,6,0,0
319636928,0,0,0,0,0,0,109,3,7,2,3,1,3,0,810603,8,1,0
737900857,0,0,0,0,0,0,14,0,1,0,1,0,1,1,3108245,2,0,0
947110571,0,0,0,0,0,0,113,1,3,0,1,2,3,0,289571,4,0,0
586628485,1,1,1,1,1,1,113,1,5,1,3,2,3,0,642592,7,0,0
506332957,0,0,0,0,0,0,113,2,5,2,3,1,3,0,1032982,6,1,0
247235448,0,0,0,0,0,0,57,2,7,2,4,1,3,1,3626437,7,0,0
787695373,0,0,0,0,0,0,78,1,2,0,1,1,3,0,327793,4,0,0
558636902,1,1,1,1,2,1,113,2,5,2,3,1,2,1,3652524,6,0,0
283282506,0,0,0,0,0,0,44,2,4,1,1,0,2,1,3122749,5,1,0
922787736,0,0,0,0,0,0,113,1,6,1,4,1,2,0,936715,7,0,0
560102677,0,0,0,0,0,0,113,3,6,2,3,1,1,0,579332,7,0,0
102078390,1,1,1,1,1,2,49,0,2,0,1,1,1,0,420864,3,0,0
509551975,0,0,0,0,0,0,113,2,5,1,3,0,1,1,3618517,7,0,0
546405645,1,1,1,1,2,1,113,3,6,2,3,1,3,0,1006925,8,1,0
654793907,1,1,1,1,1,1,53,1,4,0,2,1,1,0,403763,5,0,0
620923824,0,0,0,0,1,0,54,2,5,2,3,1,2,0,597416,6,0,0
534032604,0,0,0,0,0,0,20,1,2,0,1,1,3,0,212604,4,0,0
585592184,0,0,0,0,0,0,39,0,2,0,1,0,2,0,243798,3,0,0
556194180,1,1,1,1,1,1,55,1,3,1,2,1,1,0,564475,4,0,0
782162353,0,0,0,0,0,1,17,2,3,1,1,0,1,0,242682,4,0,0
261092514,1,1,1,1,1,1,104,1,2,0,1,1,2,0,311868,2,0,0
6978667,0,0,0,0,0,0,109,0,2,0,1,1,2,0,202116,4,0,0
538017986,1,1,1,1,1,1,59,2,6,1,3,2,4,0,653710,7,0,0
608396838,0,0,0,0,0,1,113,1,4,1,2,2,2,0,468560,5,0,0
395917835,0,0,0,0,0,0,113,2,4,1,2,1,2,0,427841,5,0,0
361267735,0,0,0,0,0,0,79,1,2,1,1,1,2,1,3071596,2,0,0
217524637,0,0,0,0,0,1,113,1,4,1,3,0,2,0,604295,5,0,0
127602946,0,0,0,0,0,1,113,1,3,0,1,1,2,0,247455,3,0,0
716699291,1,1,1,1,1,2,80,2,6,2,4,2,3,0,853177,7,0,0
472501903,1,1,1,2,1,1,20,1,2,1,1,2,4,0,199847,4,0,0
274100459,0,0,0,0,0,0,35,2,4,1,1,1,2,0,643436,5,1,0
216199149,0,0,0,0,0,0,113,3,6,2,3,1,3,0,665796,8,0,0
713167332,0,0,0,0,0,0,113,3,6,2,2,0,2,0,404703,7,0,0
666381073,1,1,1,1,1,1,113,2,7,2,4,1,1,0,829401,8,0,0
491322680,0,0,0,0,0,0,55,3,6,2,3,1,3,0,707753,6,0,1
169722566,0,0,0,0,0,0,77,1,3,1,1,1,2,0,197466,4,0,0
714526571,0,0,0,0,1,0,99,1,3,1,2,1,2,0,460127,4,0,0
210382304,0,0,0,0,0,0,113,2,5,1,2,1,3,0,574308,6,0,0
289976327,1,1,1,1,1,2,113,2,5,1,2,2,4,0,447239,5,0,0
764804427,0,0,0,0,0,0,113,2,5,1,3,2,2,0,700622,6,0,0
409184173,1,1,1,1,1,1,70,1,5,1,3,1,2,1,3444719,6,0,0
482200766,0,0,0,0,0,0,83,1,3,1,1,1,2,0,201007,3,0,0
875114807,1,1,1,1,1,1,113,3,7,2,3,2,4,0,640599,7,0,0
925972421,0,0,0,0,0,0,110,1,4,1,2,1,3,0,404841,5,0,0
401853719,0,0,0,0,0,0,48,2,4,1,2,2,4,0,598611,5,0,0
319421108,0,0,0,0,0,0,113,2,6,2,3,1,2,0,765622,7,0,0
369911795,1,1,1,1,1,1,113,3,6,2,2,2,4,1,3385602,7,0,0
866412964,0,0,0,0,0,0,113,1,4,1,3,2,3,0,620779,5,0,0
362883662,0,0,0,1,0,0,110,3,6,2,3,1,2,0,581508,6,0,0
610385669,0,0,0,0,0,1,113,1,4,1,2,1,1,0,426949,5,0,0
215791712,0,0,0,0,0,0,113,2,5,1,3,1,1,0,702709,6,0,0
752212738,0,0,0,0,0,0,44,1,4,1,2,1,3,1,3344798,6,0,0
902026434,0,0,0,0,0,0,35,1,5,1,3,1,2,0,619239,6,0,0
202931753,1,1,1,1,1,1,87,1,1,0,0,1,1,0,206810,3,0,0
633654291,0,0,0,0,0,0,113,2,5,1,3,1,2,1,3458419,6,0,1
208005499,0,0,0,0,0,0,113,2,4,1,2,2,3,0,521895,6,1,0
938116817,1,1,1,1,1,1,57,2,4,1,2,2,2,0,513552,5,0,1
966398828,0,0,0,0,1,0,102,1,5,1,3,1,3,0,649814,6,0,0
445972980,0,0,0,0,0,0,113,1,3,1,2,1,2,0,443476,4,0,0
660945104,0,0,0,0,0,0,75,2,5,1,2,1,2,1,3368119,5,0,0
49752252,0,0,0,0,0,0,18,2,5,2,3,0,2,1,3466848,6,0,0
265107679,0,0,0,0,0,0,113,2,4,1,1,1,1,0,414678,6,0,0
845869257,0,0,0,0,0,0,60,0,3,0,2,1,2,0,595822,5,1,0
898206301,1,1,1,1,1,1,113,2,5,1,3,1,3,0,618745,6,0,0
610447287,0,0,0,0,1,0,35,3,7,2,3,1,2,0,708161,7,0,0
31333174,0,0,0,0,0,0,92,2,7,2,4,1,3,0,858998,8,0,0
795605424,0,0,0,0,1,0,113,1,2,0,0,1,2,0,229590,3,0,0
983715737,1,1,1,1,1,1,35,1,4,1,2,1,2,0,610986,6,0,0
25709017,1,1,1,1,1,1,113,1,3,0,1,1,3,0,436690,3,0,0
669213925,0,0,0,0,0,0,64,3,5,2,2,2,4,1,3299066,7,0,1
975747880,1,1,1,2,1,1,96,3,6,2,2,1,2,0,395742,8,0,1
338901176,0,0,0,0,0,0,37,1,3,1,2,2,4,0,494886,4,0,0
812265142,0,0,0,1,0,0,106,2,4,1,2,1,3,0,603431,6,0,0
340146345,1,1,1,1,1,1,113,3,7,2,4,1,3,0,996691,9,0,0
978373158,0,0,0,0,0,0,23,1,3,1,1,2,4,0,244562,4,0,0
234327771,0,0,0,0,1,0,113,2,3,1,1,0,0,0,405135,4,0,0
742631170,0,0,0,0,1,1,113,0,2,0,1,1,2,1,3064129,2,0,0
797113010,0,0,0,1,0,0,113,1,4,1,3,1,2,0,791325,5,0,0
363660163,0,0,0,0,0,0,25,2,5,1,2,1,2,0,393177,7,0,0
671347386,0,0,0,0,0,0,92,3,7,2,3,1,1,1,3485598,8,0,0
921043754,0,0,0,0,0,0,113,2,4,1,2,0,2,1,3365598,5,0,0
721191294,1,1,1,1,1,1,113,1,3,0,1,0,1,1,3112070,4,0,0
470614042,0,0,0,0,0,0,113,2,5,2,2,1,2,0,462824,6,0,0
911525915,1,1,1,1,1,1,75,1,2,1,1,2,4,0,279936,3,0,0
893219148,0,0,0,0,0,0,46,2,4,1,1,0,1,1,3200517,5,0,0
993461309,0,0,0,0,0,0,113,2,4,1,2,0,1,0,559863,5,0,0
486995519,0,1,1,0,2,1,113,2,7,2,4,0,2,1,3751504,8,0,0
686067943,0,0,0,0,0,0,113,2,5,1,3,1,3,1,3558909,5,0,0
424766176,1,1,1,1,2,1,113,2,5,2,3,1,2,0,673365,6,0,0
547367720,0,0,0,0,0,0,44,1,2,0,1,0,1,0,392103,4,1,0
974919572,0,0,0,0,0,0,113,1,3,1,1,0,1,0,354906,3,1,0
395976382,1,1,1,1,1,1,105,1,3,0,1,0,0,1,3066224,4,0,0
29051537,1,1,1,1,1,2,97,2,4,1,2,2,3,1,3247672,5,0,0
693293105,1,1,1,1,1,1,26,1,4,1,3,1,2,0,644948,5,0,0
174496603,0,0,0,0,0,0,54,2,4,1,2,1,2,0,400173,5,0,0
950570228,0,0,0,0,1,0,113,0,1,0,0,1,3,1,3105028,1,0,0
902861048,0,0,0,1,0,0,110,1,4,1,3,1,2,1,3485522,5,0,0
78246284,0,0,0,0,1,0,105,2,5,1,2,2,3,0,546057,6,0,0
486915686,1,1,1,1,1,1,113,0,1,0,0,1,2,0,91082,1,0,0
566212458,0,0,0,0,0,0,62,1,4,1,2,2,3,0,499485,5,0,0
987035205,0,0,0,1,0,0,68,1,3,1,2,1,2,1,3322322,5,0,0
788162895,1,1,1,2,1,1,113,2,4,2,2,0,2,0,395201,4,0,0
977366864,0,0,0,0,0,0,25,2,5,2,2,2,3,1,3484792,7,1,0
473424483,1,1,1,1,1,1,40,1,1,0,0,0,2,0,35009,3,0,0
649184155,0,0,0,0,0,0,113,2,3,1,1,2,3,0,543132,4,1,0
194752651,0,0,0,0,0,0,113,2,5,1,2,1,3,0,791733,6,1,0
211632814,0,0,0,0,0,0,103,1,3,1,1,1,3,0,227015,4,0,0
178337217,0,0,0,0,0,0,96,1,5,1,3,2,4,0,635804,6,0,0
389294717,0,0,0,0,0,0,,0,0,0,0,1,2,,,0,0,0
548081191,0,0,0,0,0,0,113,1,3,1,1,0,1,0,396235,3,0,0
638816022,0,0,0,0,0,1,113,0,1,0,1,2,3,0,381640,2,0,0
230997648,0,0,0,0,0,0,113,2,6,2,3,1,2,0,735174,7,0,0
117799898,0,0,0,0,0,0,80,3,5,2,2,2,2,0,484268,6,0,0
282452675,0,0,0,0,0,0,66,2,7,2,4,1,2,1,3642957,8,0,0
820088081,0,0,0,0,0,0,113,1,4,1,2,2,3,0,580245,5,0,0
31967823,0,0,0,0,0,0,113,2,5,1,3,0,1,0,657286,5,0,0
58840508,0,0,0,0,1,0,39,3,6,2,2,0,1,1,3464727,7,0,0
460479096,1,1,1,1,1,1,29,2,4,1,2,1,3,0,541754,5,0,0
60715753,0,0,0,0,0,0,59,2,6,2,3,1,2,0,627126,7,0,0
303768241,0,0,0,0,0,0,33,3,6,2,3,0,2,1,3933323,7,1,0
570442258,0,0,0,0,0,0,113,0,1,0,1,1,2,0,219200,3,0,0
631984795,1,1,1,1,1,1,113,1,4,1,2,2,3,1,3402071,4,0,0
947658198,0,0,0,0,0,0,72,2,5,1,2,1,2,0,451010,6,0,0
69011031,0,0,0,0,0,0,113,2,6,1,3,1,2,0,651853,7,0,0
25993442,0,0,0,1,0,0,113,3,6,2,3,2,2,0,587729,7,0,0
719705434,0,0,0,0,0,0,113,2,5,1,2,2,5,1,3252365,7,0,0
807534420,0,0,0,0,0,0,113,2,5,2,3,2,3,0,609855,5,0,0
307212752,1,1,1,1,1,2,61,2,5,2,3,0,2,0,639050,7,0,0
185491621,0,0,0,0,0,0,113,2,7,2,4,0,1,1,3669975,9,0,0
125605753,0,0,0,0,0,1,90,0,2,0,1,1,4,0,397080,3,0,0
306853866,0,0,0,0,0,0,113,3,7,2,3,2,3,0,794229,8,1,0
180355155,1,1,1,1,1,1,113,0,1,0,0,2,2,1,3001319,2,0,0
243156657,0,0,0,0,0,0,89,1,3,1,2,1,2,1,3280214,4,0,0
442742819,0,0,0,0,0,0,113,1,5,1,3,1,2,0,799740,6,0,0
848213380,0,0,0,0,0,0,25,0,1,0,1,2,2,0,397735,3,0,0
403658505,0,0,0,1,1,0,113,0,2,0,1,1,2,0,328494,2,0,0
818114409,0,0,0,0,0,0,69,2,6,2,3,1,2,0,739251,7,0,0
716877368,0,0,0,0,0,0,113,1,3,1,2,1,2,0,448219,4,0,0
656561724,1,1,1,1,1,1,113,2,6,1,3,0,1,0,750510,7,0,0
662320100,0,0,0,0,0,0,17,2,4,1,1,1,3,0,312354,6,0,0
333006234,0,0,0,0,0,1,113,2,4,1,1,2,3,0,400012,5,0,0
355761686,0,0,0,0,0,0,63,1,3,1,2,0,1,0,436402,4,0,0
747935805,0,0,0,0,0,0,113,2,3,1,1,1,3,0,433127,4,0,0
859278795,0,0,0,0,0,0,113,2,5,1,2,2,3,0,507859,6,0,0
502969644,0,0,0,0,0,1,53,2,5,1,2,2,2,1,3252433,7,0,0
461172580,0,0,0,0,0,0,56,3,8,3,4,1,2,0,779208,9,0,0
624017595,0,0,0,0,1,1,42,2,4,2,2,1,2,0,929211,5,1,0
203615874,0,0,0,0,1,1,113,1,3,1,1,2,2,0,323712,3,0,0
271744751,0,0,0,0,1,0,72,2,4,1,2,1,1,0,591798,5,0,0
875008017,0,0,0,0,0,0,113,2,6,1,3,1,3,0,768980,7,0,0
216221901,1,1,1,1,1,1,90,3,6,2,3,1,3,0,611679,8,0,0
139855444,0,0,0,0,0,0,103,2,6,2,4,1,2,0,1179818,7,1,0
782572970,1,1,1,1,1,1,111,1,3,1,2,1,1,0,612110,4,0,0
494290093,0,0,0,0,0,0,107,2,6,1,3,1,2,0,633339,7,0,0
151439108,0,0,0,0,0,0,22,2,5,1,2,1,2,0,437995,7,0,0
481930135,1,1,1,1,1,1,108,1,4,1,2,0,1,0,388423,6,0,0
348247461,0,0,0,0,0,0,113,2,6,1,3,0,1,1,3469231,7,0,0
34895106,1,1,1,1,1,1,59,1,4,0,2,0,0,0,559306,4,0,0
671851291,0,0,0,0,0,0,113,2,5,1,2,0,1,0,470592,6,0,1
445789015,0,0,0,0,1,0,74,3,7,2,4,2,3,0,765855,8,0,0
628630271,0,0,0,0,0,0,55,3,7,2,4,0,2,0,790191,8,0,0
819179086,0,0,0,0,0,0,113,2,6,2,3,1,2,0,645987,6,0,0
672713624,0,0,0,0,0,1,37,0,1,0,1,2,5,1,3156520,1,0,0
149682090,0,0,0,0,0,0,61,1,5,1,3,0,1,0,757975,6,1,0
421578479,0,0,0,0,0,0,113,1,5,1,3,0,2,0,789454,6,0,0
762420434,0,0,0,0,0,0,64,2,4,1,2,2,2,0,389283,4,0,0
557866080,0,0,0,0,0,0,6,2,5,2,3,1,3,0,754760,6,1,0
758614280,1,1,1,2,1,1,57,1,5,1,3,0,2,0,713941,6,0,0
372931781,0,0,0,0,0,0,35,2,6,2,4,1,1,0,951240,8,0,0
157378212,0,0,0,1,0,0,89,1,4,1,2,0,1,0,391598,5,0,0
786673839,0,0,0,0,0,0,113,1,2,0,1,2,3,1,3174175,3,0,0
513356071,0,0,0,0,0,1,73,2,5,1,2,1,1,0,509107,6,0,0
67671423,1,1,1,1,1,1,113,2,4,1,2,2,3,0,463724,5,0,0
323650870,0,0,0,0,0,0,72,2,5,2,3,1,2,0,673267,6,0,0
165498171,0,0,0,0,0,0,113,1,5,1,3,1,2,0,890995,6,1,0
436171861,1,1,1,1,1,1,113,1,5,1,3,1,3,0,758340,5,0,0
328401819,0,0,0,0,0,1,113,2,6,2,3,0,1,0,650760,7,0,0
879231883,0,0,0,0,0,0,113,2,5,1,2,1,1,0,490470,5,0,0
542004139,0,0,0,0,0,0,109,2,6,2,3,1,1,0,579305,6,0,0
260841322,0,0,0,0,0,0,113,0,3,0,2,2,3,0,616395,5,0,0
611588133,0,0,0,0,0,0,113,0,1,0,1,0,1,0,327003,1,0,0
800130747,0,0,0,0,0,0,46,2,3,1,1,1,2,1,3188816,4,0,0
127941326,1,1,1,1,1,1,44,1,3,1,1,1,1,0,224808,5,0,0
234142839,1,1,1,1,1,1,113,1,4,1,3,1,1,0,622091,5,0,0
425070502,0,0,0,0,0,1,113,1,1,0,0,1,2,0,183688,3,0,0
168565634,0,0,0,0,0,0,99,1,3,1,2,2,4,0,426962,3,0,0
647451273,1,1,1,1,1,1,47,3,8,3,5,1,1,0,971474,9,0,0
483867038,1,1,1,2,1,1,71,2,4,1,2,0,0,0,705546,4,1,0
625073929,0,0,0,0,0,0,113,0,2,0,1,1,3,0,357020,3,0,0
98809509,1,1,1,1,1,1,113,1,3,0,1,1,2,0,422299,4,0,0
273619658,0,0,0,0,1,0,51,3,8,2,4,0,1,0,797190,9,0,0
662831983,0,0,0,0,1,1,41,0,2,0,1,1,3,0,222923,3,0,0
517431943,1,1,1,1,1,1,56,0,2,0,1,1,2,0,283404,3,0,0
48341780,0,0,0,0,0,0,56,1,4,1,3,2,2,0,692530,5,0,0
343413937,0,0,0,1,0,0,72,1,3,1,1,1,2,1,3048228,5,0,0
484669052,1,1,1,1,1,1,42,1,3,1,2,1,3,0,417214,4,0,0
884659039,0,0,0,0,1,0,113,1,5,1,3,1,1,0,639392,6,0,0
908650353,0,0,0,0,0,0,113,2,4,1,2,0,1,0,618418,5,0,0
420400905,0,0,0,0,0,0,48,1,2,0,1,2,3,0,433281,4,0,0
380303988,0,0,0,0,0,0,113,2,6,1,4,2,3,0,816816,7,0,1
161937716,0,0,0,0,0,0,90,1,2,1,1,0,3,0,232059,4,0,0
434188136,0,0,0,0,0,0,5,1,3,1,2,2,3,1,3369488,4,0,0
715387395,0,0,0,0,1,0,113,1,5,1,3,0,2,0,1071540,6,1,0
105263015,1,1,1,1,1,1,113,0,1,0,1,2,3,0,217899,2,0,0
727339501,0,0,0,0,0,0,113,1,3,1,2,0,1,0,390344,4,0,0
855337164,1,1,1,1,1,1,113,1,4,1,2,0,0,0,728685,5,1,0
298971578,1,1,1,1,1,1,97,2,5,1,3,1,2,0,639290,6,0,0
617388751,0,0,0,0,0,0,113,1,4,1,2,1,1,1,3432449,4,0,0
291578422,0,0,0,0,0,0,56,2,5,2,3,2,2,0,757814,5,0,0
821378555,0,0,0,0,0,0,113,2,4,1,1,2,2,1,3434469,6,1,0
764619647,1,1,1,1,1,1,27,1,3,1,2,0,1,0,382021,4,0,0
245920672,0,0,0,1,0,0,66,2,6,1,3,1,3,0,613464,7,0,1
113149925,0,0,0,0,0,0,113,2,4,1,2,2,2,0,544717,5,0,0
18536802,0,0,0,0,0,0,105,1,3,0,2,0,1,1,3352446,3,0,0
633299533,0,0,0,0,0,0,101,1,4,1,3,2,4,0,637241,5,0,0
332165293,0,0,0,0,0,0,19,2,6,2,3,1,2,0,708098,6,0,0
769583556,0,0,0,0,1,0,44,3,7,2,4,1,2,1,3639965,8,0,0
984073125,0,0,0,0,0,0,113,2,5,1,2,1,2,0,400701,6,0,0
730233357,0,0,0,0,0,0,58,3,6,2,3,2,2,0,821639,6,1,0
88856134,0,0,0,0,0,0,80,2,5,1,2,1,2,0,514453,7,0,0
96783254,1,1,1,1,1,1,81,3,6,2,3,1,2,0,812903,8,0,0
836340671,0,0,0,1,1,0,67,1,3,1,2,1,3,0,453213,5,0,0
10736415,0,0,0,0,0,0,21,1,4,1,2,2,4,0,396540,5,0,0
206624133,1,1,1,1,2,2,38,2,4,1,1,0,3,0,257463,5,0,0
529531694,0,0,0,0,0,0,54,3,6,2,3,0,1,0,593056,7,0,0
263933538,0,0,0,0,0,0,46,1,4,1,2,1,3,0,549038,5,0,0
181317451,0,0,0,0,0,0,113,2,4,1,2,1,2,0,468909,6,0,0
732616323,1,1,1,2,2,1,87,1,3,0,1,2,3,1,3116267,3,1,0
338398096,0,0,0,1,0,0,113,0,1,0,1,1,2,0,258567,2,0,1
516871663,0,0,0,0,0,0,78,2,3,1,1,0,2,0,201531,3,0,0
445873748,1,1,1,1,1,1,60,2,4,1,2,2,2,0,422677,4,0,0
457218987,0,0,0,0,0,1,113,1,3,1,2,1,3,0,589762,4,1,0
854878556,0,0,0,0,0,1,20,1,4,0,2,0,0,0,485610,4,0,0
546099224,0,0,0,0,0,0,113,2,3,1,1,2,2,1,3065108,5,0,1
727881254,1,1,1,1,1,1,108,2,6,2,3,2,2,0,602786,7,0,0
365397615,0,0,0,0,0,0,113,2,3,1,1,0,2,0,291836,4,0,0
820979705,0,0,0,0,0,0,47,3,9,3,5,1,2,1,3854403,9,0,0
31243172,0,0,0,1,0,0,87,1,5,1,3,3,4,1,3446256,5,0,0
418560273,0,0,0,0,0,0,70,3,8,3,4,0,3,1,3750990,8,0,0
224400711,0,0,0,0,0,0,34,1,2,1,1,0,0,0,280489,3,0,0
220558878,0,0,0,0,0,0,113,2,5,1,3,2,3,0,609038,7,0,0
873857665,0,0,0,0,0,0,113,2,5,1,3,1,1,0,695883,6,0,0
600497634,0,0,0,0,0,0,113,2,5,2,3,2,4,0,806789,7,0,0
902528198,0,0,0,0,0,1,44,1,3,1,1,1,2,0,434582,4,0,0
76024546,0,0,0,0,1,0,49,0,2,0,1,1,2,1,3053621,3,0,0
749787961,1,1,1,1,1,1,113,1,2,0,0,0,1,0,11248,2,0,0
734727912,0,0,0,1,0,0,106,1,3,1,2,1,2,0,419991,4,0,0
625467221,0,0,0,0,0,0,75,2,6,1,3,2,4,0,590740,8,0,0
429802943,0,0,0,0,1,0,113,2,3,1,1,1,3,0,404163,5,0,0
693054116,0,0,0,0,0,0,113,1,3,1,2,2,3,0,811410,5,1,0
313402761,0,0,0,0,0,0,,0,0,0,0,1,2,,,0,0,0
552317417,1,1,1,1,1,1,113,2,4,1,1,1,3,0,228565,5,0,0
271518398,0,0,0,0,0,0,113,2,4,1,2,1,2,1,3434928,6,0,0
487501975,0,0,0,0,0,1,113,1,5,1,3,1,2,0,768533,5,0,0
975291690,0,0,0,0,0,0,113,0,2,0,1,1,2,0,279016,3,0,1
645587265,1,1,1,1,1,2,113,1,3,1,1,2,3,0,280427,4,0,0
929101677,1,1,1,1,1,1,113,1,3,1,2,0,1,0,393412,4,0,0
943520538,0,0,0,0,0,0,113,2,5,1,2,2,3,0,439780,7,0,0
101583163,0,0,0,0,1,0,51,2,5,2,3,1,1,1,3600206,5,0,0
521591769,1,1,1,1,2,2,79,1,3,0,1,1,1,0,337373,5,0,1
138318701,0,0,0,0,0,1,113,2,4,1,1,2,4,0,307837,5,0,1
476202195,1,1,1,1,1,1,6,1,3,1,2,1,3,0,383760,5,0,0
878031631,1,1,1,2,1,1,113,1,4,1,2,0,1,0,432091,4,0,0
68707703,0,0,0,0,0,0,100,2,5,2,3,1,2,0,645343,5,0,0
358777576,1,1,1,1,1,1,20,1,5,1,3,2,3,0,704752,7,0,0
955040601,0,0,0,0,0,0,88,2,3,1,1,1,1,0,192408,3,0,0
365109608,0,0,0,0,0,0,74,2,4,1,2,3,4,0,525274,6,0,0
171202634,1,1,1,1,1,1,93,2,4,1,2,1,2,0,422940,5,0,0
448033445,0,0,0,0,0,0,98,2,7,2,4,1,2,1,3705196,8,0,0
605721259,0,0,0,0,0,0,50,1,2,0,1,1,2,0,220118,2,0,1
275511013,0,0,0,0,0,0,92,3,8,2,4,1,1,1,3626236,10,0,0
314491761,0,0,0,0,0,0,113,2,7,2,4,0,1,0,1000640,8,0,0
367396679,0,0,0,0,0,0,113,1,4,1,2,1,3,0,430943,5,0,0
340591074,0,0,0,1,0,0,25,1,4,1,2,1,1,0,731970,5,1,0
281035405,0,0,0,0,0,0,45,2,7,2,4,1,3,0,838851,9,0,0
296332144,0,0,0,0,0,0,39,1,3,1,2,1,2,0,432139,3,0,0
794461013,0,0,0,0,0,0,109,0,2,0,1,1,2,1,3116152,4,0,0
899918109,1,1,1,1,1,1,68,1,3,1,2,1,2,0,454069,4,0,0
652693313,0,0,0,0,0,0,113,0,3,0,2,2,2,0,492386,3,0,0
693840456,0,0,0,0,0,1,113,2,6,2,3,1,1,0,595520,6,0,0
7695993,0,0,0,0,0,0,113,2,7,2,4,1,2,0,850982,8,0,0
635083252,0,0,0,0,0,0,113,2,5,1,2,1,2,0,815035,7,1,0
773178384,0,0,0,0,0,0,113,4,8,3,3,2,4,1,3657225,9,0,0
897932374,0,0,0,0,0,0,41,0,2,0,2,2,4,0,442219,3,0,0
935808282,0,0,0,1,0,0,63,1,3,0,2,1,2,0,485367,5,0,0
856618779,0,0,0,0,0,0,113,3,7,2,3,0,1,1,3526961,8,0,0
187767228,1,1,1,2,1,1,113,1,2,0,1,1,2,1,3265503,3,1,0
313477346,0,0,0,0,0,0,113,2,3,1,1,1,2,0,309205,4,0,0
121885777,0,0,0,0,0,0,87,1,3,1,2,1,1,0,409662,4,0,0
631919100,0,0,0,1,0,1,29,2,5,1,2,1,2,1,3418578,6,0,1
726244497,0,0,0,0,0,1,113,2,5,1,2,0,1,0,505395,5,1,0
706296471,0,0,0,0,0,0,44,2,4,1,1,3,5,0,234403,6,0,0
444103383,1,1,1,1,1,1,113,2,5,2,3,0,1,0,659553,6,0,0
35036339,1,1,1,1,1,1,103,3,8,2,4,1,1,0,949532,8,0,0
855711870,0,0,0,0,0,1,113,0,1,0,1,1,1,0,588221,2,1,0
847504706,1,1,1,1,1,1,113,1,4,1,2,1,2,0,437305,6,0,0
670403995,1,1,1,1,1,1,40,1,3,1,2,2,4,0,404760,4,0,0
887209469,0,0,0,0,0,0,113,2,5,2,3,1,2,0,775077,6,0,0
74399547,0,0,0,1,0,0,113,2,5,1,3,0,0,0,714416,6,0,0
750491429,0,0,0,0,0,0,53,2,6,2,3,0,2,1,3427132,8,0,0
776776038,0,0,0,0,0,0,36,1,2,1,1,0,1,1,3048848,3,0,0
93430487,0,0,0,0,0,0,19,1,5,1,3,2,5,0,724111,6,0,0
215115413,0,0,0,0,0,0,88,3,6,2,3,1,2,1,3660158,7,0,0
279244849,0,0,0,0,0,0,113,1,1,0,0,2,3,0,252057,3,0,0
379531452,0,0,0,0,0,0,113,1,3,1,2,1,2,0,617276,4,0,0
184982257,1,1,1,1,2,1,32,2,6,1,3,1,2,1,3429396,6,0,0
209899259,0,0,0,0,0,1,103,2,4,1,2,0,1,0,408438,5,0,0
811262039,0,0,0,0,0,0,113,2,5,2,3,2,3,0,612672,7,0,0
268999172,0,0,0,0,0,0,,0,0,0,0,2,3,,,0,0,0
572754080,0,0,0,0,0,0,83,2,6,1,3,1,1,0,692499,7,0,0
827213125,0,0,0,0,0,0,75,1,4,1,2,2,2,0,450332,6,0,0
788881794,0,0,0,0,0,0,27,1,4,1,2,1,3,0,531150,4,0,1
818889025,0,0,0,0,0,0,113,2,5,1,3,1,1,0,691430,7,0,0
791196206,0,0,0,0,0,0,113,2,6,1,3,0,2,0,722605,8,0,0
536086262,0,0,0,0,0,0,113,2,7,2,4,2,2,0,827074,8,0,1
673297496,0,0,0,0,0,0,113,2,4,1,2,0,1,0,492589,4,0,0
417904171,0,0,0,0,0,0,9,1,3,1,2,0,0,0,450601,4,0,0
380302764,1,1,1,1,1,1,84,2,4,1,1,2,4,1,3236934,5,0,0
785784166,1,1,1,1,1,1,56,2,5,1,2,2,2,0,466431,6,0,0
323583814,1,1,1,1,1,1,113,1,5,1,3,3,3,1,3516543,5,0,0
334651806,0,0,0,0,0,0,113,2,5,1,3,2,4,0,579745,7,0,0
889605561,0,0,0,1,0,0,63,1,2,1,1,0,1,0,197724,2,0,0
265859884,0,0,0,0,0,0,113,1,2,1,1,1,1,1,3163478,2,0,1
755083123,0,0,0,0,0,0,113,1,4,0,2,1,3,0,736899,5,1,0
593268654,0,0,0,0,0,0,113,2,6,1,3,2,3,0,642420,6,0,0
582482212,0,0,0,1,0,0,110,1,2,1,1,0,2,0,402206,4,0,0
338421700,1,1,1,1,1,1,113,2,5,1,3,1,3,1,3488668,6,0,0
763804140,0,0,0,0,0,0,26,3,7,2,3,0,0,0,618057,9,0,0
